0,1,2,3
1974-3,88,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 10 / 10 → 100 / 100
1974-4,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 78 / 100 → 78 / 100
1977-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 53 / 100 → 53 / 100
1978-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 70 / 100 → 70 / 100
1979-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 70 / 100 → 70 / 100
1980-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 73 / 100 → 73 / 100
198-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 64 / 100 → 64 / 100
1983-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 75 / 100 → 75 / 100
1990-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 71 / 100 → 71 / 100
199-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 60 / 100 → 60 / 100
1991-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 75 / 100 → 75 / 100
1992-1,Unknown,"Average PPP for System in 1993 is 0.23. PPP for this set is 0.12, which is better.",Recommendation: meh 65 / 100 → 65 / 100
1993-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 76 / 100 → 76 / 100
1995-1,78,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 9.5 / 10 → 95 / 100
1997-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 75 / 100 → 75 / 100
1998-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 80 / 100 → 80 / 100
1999-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 65 / 100 → 65 / 100
20001-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 67 / 100 → 67 / 100
20002-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 56 / 100 → 56 / 100
20003-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 68 / 100 → 68 / 100
2000409-1,Unknown,"Average PPP for System in 2010 is 0.14. PPP for this set is 0.12, which is better.",Recommendation: yes 5 / 5 → 100 / 100
20004-1,87,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 9 / 10 → 90 / 100
2000414-1,Unknown,"Average PPP for System in 2010 is 0.14. PPP for this set is 0.2, which is worse.",Recommendation: no 4.08 / 5 → 82 / 100
2000430-1,Unknown,"Average PPP for System in 2013 is 0.16. PPP for this set is 0.33, which is worse.",Recommendation: no 4 / 5 → 80 / 100
2000431-1,Unknown,"Average PPP for System in 2013 is 0.16. PPP for this set is 0.34, which is worse.",Recommendation: no 3.38 / 5 → 68 / 100
2000446-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 6 / 10 → 60 / 100
2000447-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 5 / 5 → 100 / 100
2000451-1,62,"Average PPP for Other in 2016 is 0.39. PPP for this set is 0.22, which is better.",Recommendation: no 3.2 / 5 → 64 / 100
2000456-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no
20005-1,57,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 3.4 / 5 → 68 / 100
20006-1,77,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 27 / 30 → 90 / 100
20007-1,69,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 3.9 / 5 → 78 / 100
2000715-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 4.7 / 5 → 94 / 100
20008-1,78,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 5 / 5 → 100 / 100
20009-1,74,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 31 / 40 → 78 / 100
200-1,60,"Average PPP for System in 1974 is 0.29. PPP for this set is 0.31, which is worse.",Recommendation: no 3.5 / 5 → 70 / 100
20010-1,68,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 4 / 5 → 80 / 100
20011-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 67 / 100 → 67 / 100
20012-1,74,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 4.3 / 5 → 86 / 100
20013-1,66,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 38 / 50 → 76 / 100
20014-1,55,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 60 / 100 → 60 / 100
20015-1,79,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 46 / 50 → 92 / 100
20016-1,69,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 4.6 / 5 → 92 / 100
20017-1,75,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 4.4 / 5 → 88 / 100
20018-1,71,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 3.9 / 5 → 78 / 100
20019-1,76,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 4.6 / 5 → 92 / 100
200-2,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 80 / 100 → 80 / 100
20021-1,67,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 38 / 50 → 76 / 100
200-5,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 73 / 100 → 73 / 100
20-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 60 / 100 → 60 / 100
2011-2,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes
2015-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 65 / 100 → 65 / 100
20200-1,68,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.19, which is worse.",Recommendation: meh 3.8 / 5 → 76 / 100
2020-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 65 / 100 → 65 / 100
20206-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh
20214-1,Unknown,"Average PPP for System in 2013 is 0.16. PPP for this set is 0.14, which is better.",Recommendation: meh
20215-1,Unknown,"Average PPP for System in 2013 is 0.16. PPP for this set is 0.13, which is better.",Recommendation: no 4 / 5 → 80 / 100
2024-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 65 / 100 → 65 / 100
2025-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 57 / 100 → 57 / 100
2032-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 51 / 100 → 51 / 100
2045-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 62 / 100 → 62 / 100
2047-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 60 / 100 → 60 / 100
205-2,Unknown,"Average PPP for System in 1978 is 0.66. PPP for this set is 0.94, which is worse.",Recommendation: meh 77 / 100 → 77 / 100
2063-1,79,"Average PPP for Constraction in 2011 is 0.27. PPP for this set is 0.3, which is worse.",Recommendation: yes 5 / 5 → 100 / 100
2064-1,81,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 8.5 / 10 → 85 / 100
2065-1,76,"Average PPP for Constraction in 2011 is 0.27. PPP for this set is 0.31, which is worse.",Recommendation: yes 5 / 5 → 100 / 100
2067-1,76,"Average PPP for Constraction in 2011 is 0.27. PPP for this set is 0.3, which is worse.",Recommendation: yes 47 / 50 → 94 / 100
2068-1,75,"Average PPP for Constraction in 2011 is 0.27. PPP for this set is 0.3, which is worse.",Recommendation: meh 4.7 / 5 → 94 / 100
2069-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 56 / 100 → 56 / 100
2072-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 75 / 100 → 75 / 100
2075-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 58 / 100 → 58 / 100
208-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 70 / 100 → 70 / 100
2-10,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 75 / 100 → 75 / 100
21000-1,62,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.34, which is worse.",Recommendation: no 3.6 / 5 → 72 / 100
21000-2,67,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.33, which is worse.",Recommendation: no 3.5 / 5 → 70 / 100
21001-1,59,"Average PPP for System in 2008 is 0.14. PPP for this set is 0.34, which is worse.",Recommendation: no 3.4 / 5 → 68 / 100
21002-1,70,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.31, which is worse.",Recommendation: meh 8 / 10 → 80 / 100
21003-1,73,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.42, which is worse.",Recommendation: meh 4.2 / 5 → 84 / 100
21004-1,72,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.23, which is better.",Recommendation: meh 76 / 100 → 76 / 100
21005-1,86,"Average PPP for System in 2009 is 0.26. PPP for this set is 0.14, which is better.",Recommendation: yes 93 / 100 → 93 / 100
21006-1,82,"Average PPP for System in 2010 is 0.14. PPP for this set is 0.11, which is better.",Recommendation: meh 4.55 / 5 → 91 / 100
21007-1,72,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.19, which is worse.",Recommendation: yes 9 / 10 → 90 / 100
21008-1,58,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.14, which is better.",Recommendation: no 3.4 / 5 → 68 / 100
21009-1,78,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.13, which is better.",Recommendation: meh 4.3 / 5 → 86 / 100
210-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 55 / 100 → 55 / 100
21010-1,86,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.1, which is better.",Recommendation: meh 4.7 / 5 → 94 / 100
21011-1,82,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.11, which is better.",Recommendation: meh 4.7 / 5 → 94 / 100
21012-1,68,"Average PPP for System in 2012 is 0.15. PPP for this set is 0.17, which is worse.",Recommendation: meh 3.7 / 5 → 74 / 100
21013-1,83,"Average PPP for System in 2012 is 0.15. PPP for this set is 0.1, which is better.",Recommendation: meh 4.66 / 5 → 93 / 100
21014-1,80,"Average PPP for System in 2012 is 0.15. PPP for this set is 0.12, which is better.",Recommendation: yes 4.2 / 5 → 84 / 100
21015-1,81,"Average PPP for System in 2013 is 0.16. PPP for this set is 0.11, which is better.",Recommendation: meh 4.6 / 5 → 92 / 100
21016-1,81,"Average PPP for System in 2012 is 0.15. PPP for this set is 0.12, which is better.",Recommendation: meh 4.2 / 5 → 84 / 100
21017-1,87,"Average PPP for System in 2013 is 0.16. PPP for this set is 0.12, which is better.",Recommendation: yes 38 / 40 → 95 / 100
21018-1,86,"Average PPP for System in 2013 is 0.16. PPP for this set is 0.09, which is better.",Recommendation: meh 4.7 / 5 → 94 / 100
21019-1,89,"Average PPP for System in 2014 is 0.14. PPP for this set is 0.12, which is better.",Recommendation: yes 10 / 10 → 100 / 100
21020-1,85,"Average PPP for System in 2014 is 0.14. PPP for this set is 0.08, which is better.",Recommendation: meh 4.6 / 5 → 92 / 100
21021-1,84,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 4.5 / 5 → 90 / 100
21022-1,80,"Average PPP for System in 2015 is 0.12. PPP for this set is 0.12, which is average.",Recommendation: meh 4.2 / 5 → 84 / 100
21023-1,81,"Average PPP for System in 2015 is 0.12. PPP for this set is 0.09, which is better.",Recommendation: meh 4.4 / 5 → 88 / 100
21024-1,91,"Average PPP for System in 2015 is 0.12. PPP for this set is 0.1, which is better.",Recommendation: meh 4.8 / 5 → 96 / 100
21026-1,84,"Average PPP for System in 2016 is 0.12. PPP for this set is 0.15, which is worse.",Recommendation: yes 10 / 10 → 100 / 100
21027-1,76,"Average PPP for System in 2016 is 0.12. PPP for this set is 0.11, which is better.",Recommendation: meh 4.6 / 5 → 92 / 100
21028-1,83,"Average PPP for System in 2016 is 0.12. PPP for this set is 0.11, which is better.",Recommendation: meh 4.6 / 5 → 92 / 100
21029-1,84,"Average PPP for System in 2016 is 0.12. PPP for this set is 0.06, which is better.",Recommendation: yes 5 / 5 → 100 / 100
21030-1,84,"Average PPP for System in 2016 is 0.12. PPP for this set is 0.11, which is better.",Recommendation: yes 5 / 5 → 100 / 100
21031-1,80,"Average PPP for System in 2016 is 0.12. PPP for this set is 0.13, which is worse.",Recommendation: meh 4.8 / 5 → 96 / 100
21032-1,80,"Average PPP for System in 2017 is 0.12. PPP for this set is 0.08, which is better.",Recommendation: meh 4.75 / 5 → 95 / 100
21033-1,78,"Average PPP for System in 2017 is 0.12. PPP for this set is 0.09, which is better.",Recommendation: meh 4.84 / 5 → 97 / 100
21034-1,82,"Average PPP for System in 2017 is 0.12. PPP for this set is 0.09, which is better.",Recommendation: meh 4.8 / 5 → 96 / 100
21035-1,87,"Average PPP for System in 2017 is 0.12. PPP for this set is 0.11, which is better.",Recommendation: meh 4.8 / 5 → 96 / 100
21036-1,77,"Average PPP for System in 2017 is 0.12. PPP for this set is 0.1, which is better.",Recommendation: meh 4.8 / 5 → 96 / 100
21037-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 5 / 5 → 100 / 100
21038-1,Unknown,"Average PPP for System in 2018 is 0.14. PPP for this set is 0.08, which is better.",Recommendation: meh 3 / 5 → 60 / 100
21039-1,89,"Average PPP for System in 2018 is 0.14. PPP for this set is 0.1, which is better.",Recommendation: yes 5 / 5 → 100 / 100
21041-1,84,"Average PPP for System in 2018 is 0.14. PPP for this set is 0.09, which is better.",Recommendation: yes 5 / 5 → 100 / 100
21042-1,85,"Average PPP for System in 2018 is 0.14. PPP for this set is 0.07, which is better.",Recommendation: meh 4.58 / 5 → 92 / 100
21043-1,91,"Average PPP for System in 2019 is 0.27. PPP for this set is 0.09, which is better.",Recommendation: meh 4.8 / 5 → 96 / 100
21044-1,84,"Average PPP for System in 2019 is 0.27. PPP for this set is 0.08, which is better.",Recommendation: meh 4.8 / 5 → 96 / 100
21045-1,85,"Average PPP for System in 2019 is 0.27. PPP for this set is 0.07, which is better.",Recommendation: yes 5 / 5 → 100 / 100
21046-1,90,"Average PPP for System in 2019 is 0.27. PPP for this set is 0.07, which is better.",Recommendation: yes 5 / 5 → 100 / 100
21047-1,84,"Average PPP for System in 2018 is 0.14. PPP for this set is 0.08, which is better.",Recommendation: meh 4.7 / 5 → 94 / 100
21050-1,87,"Average PPP for System in 2013 is 0.16. PPP for this set is 0.14, which is better.",Recommendation: meh 4.85 / 5 → 97 / 100
21051-1,80,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.11, which is better.",Recommendation: yes 4.9 / 5 → 98 / 100
21052-1,83,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.08, which is better.",Recommendation: meh 4.7 / 5 → 94 / 100
21054-1,73,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.07, which is better.",Recommendation: meh 4.84 / 5 → 97 / 100
21055-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 1.43 / 5 → 29 / 100
21100-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 9.4 / 10 → 94 / 100
21101-1,78,"Average PPP for System in 2012 is 0.15. PPP for this set is 0.16, which is worse.",Recommendation: yes 5 / 5 → 100 / 100
21102-1,80,"Average PPP for System in 2012 is 0.15. PPP for this set is 0.08, which is better.",Recommendation: meh 4.3 / 5 → 86 / 100
21103-1,82,"Average PPP for System in 2013 is 0.16. PPP for this set is 0.1, which is better.",Recommendation: meh 4.6 / 5 → 92 / 100
21104-1,87,"Average PPP for System in 2014 is 0.14. PPP for this set is 0.11, which is better.",Recommendation: yes 10 / 10 → 100 / 100
21105-1,75,"Average PPP for System in 2013 is 0.16. PPP for this set is 0.09, which is better.",Recommendation: no 4.1 / 5 → 82 / 100
21106-1,71,"Average PPP for System in 2013 is 0.16. PPP for this set is 0.08, which is better.",Recommendation: meh 4.2 / 5 → 84 / 100
21108-1,93,"Average PPP for System in 2014 is 0.14. PPP for this set is 0.11, which is better.",Recommendation: yes A+ → 100 / 100
21109-1,91,"Average PPP for System in 2014 is 0.14. PPP for this set is 0.12, which is better.",Recommendation: yes 5 / 5 → 100 / 100
211-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 62 / 100 → 62 / 100
21110-1,81,"Average PPP for System in 2014 is 0.14. PPP for this set is 0.13, which is better.",Recommendation: meh 4.6 / 5 → 92 / 100
2111-1,63,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.6, which is worse.",Recommendation: meh 3.7 / 5 → 74 / 100
21113-1,85,"Average PPP for System in 2014 is 0.14. PPP for this set is 0.09, which is better.",Recommendation: yes 5 / 5 → 100 / 100
21114-1,90,"Average PPP for System in 2014 is 0.14. PPP for this set is 0.12, which is better.",Recommendation: yes 5 / 5 → 100 / 100
21115-1,92,"Average PPP for System in 2014 is 0.14. PPP for this set is 0.11, which is better.",Recommendation: yes 5 / 5 → 100 / 100
21116-1,91,"Average PPP for System in 2014 is 0.14. PPP for this set is 0.11, which is better.",Recommendation: yes 5 / 5 → 100 / 100
21117-1,90,"Average PPP for System in 2014 is 0.14. PPP for this set is 0.12, which is better.",Recommendation: yes 5 / 5 → 100 / 100
21118-1,92,"Average PPP for System in 2014 is 0.14. PPP for this set is 0.13, which is better.",Recommendation: yes A+ → 100 / 100
21119-1,78,"Average PPP for System in 2015 is 0.12. PPP for this set is 0.1, which is better.",Recommendation: meh 4.7 / 5 → 94 / 100
21120-1,81,"Average PPP for System in 2015 is 0.12. PPP for this set is 0.13, which is worse.",Recommendation: yes 5 / 5 → 100 / 100
2112-1,65,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.6, which is worse.",Recommendation: meh 3.7 / 5 → 74 / 100
21121-1,84,"Average PPP for System in 2015 is 0.12. PPP for this set is 0.13, which is worse.",Recommendation: meh 4.81 / 5 → 96 / 100
21122-1,78,"Average PPP for System in 2015 is 0.12. PPP for this set is 0.15, which is worse.",Recommendation: meh 4.7 / 5 → 94 / 100
21123-1,78,"Average PPP for System in 2016 is 0.12. PPP for this set is 0.11, which is better.",Recommendation: meh 4.7 / 5 → 94 / 100
21124-1,84,"Average PPP for System in 2016 is 0.12. PPP for this set is 0.12, which is average.",Recommendation: yes 5 / 5 → 100 / 100
21125-1,87,"Average PPP for System in 2016 is 0.12. PPP for this set is 0.11, which is better.",Recommendation: meh 4.71 / 5 → 94 / 100
21126-1,87,"Average PPP for System in 2016 is 0.12. PPP for this set is 0.14, which is worse.",Recommendation: yes 5 / 5 → 100 / 100
21127-1,81,"Average PPP for System in 2016 is 0.12. PPP for this set is 0.12, which is average.",Recommendation: yes 5 / 5 → 100 / 100
21128-1,76,"Average PPP for System in 2016 is 0.12. PPP for this set is 0.13, which is worse.",Recommendation: meh 4.5 / 5 → 90 / 100
21129-1,92,"Average PPP for System in 2017 is 0.12. PPP for this set is 0.08, which is better.",Recommendation: meh 4.7 / 5 → 94 / 100
21130-1,93,"Average PPP for System in 2017 is 0.12. PPP for this set is 0.08, which is better.",Recommendation: meh 4.75 / 5 → 95 / 100
2113-1,70,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.6, which is worse.",Recommendation: meh 4 / 5 → 80 / 100
21131-1,81,"Average PPP for System in 2017 is 0.12. PPP for this set is 0.09, which is better.",Recommendation: meh 4.6 / 5 → 92 / 100
21132-1,86,"Average PPP for System in 2017 is 0.12. PPP for this set is 0.08, which is better.",Recommendation: meh 4.8 / 5 → 96 / 100
21133-1,79,"Average PPP for System in 2017 is 0.12. PPP for this set is 0.13, which is worse.",Recommendation: meh 4.4 / 5 → 88 / 100
21134-1,86,"Average PPP for System in 2017 is 0.12. PPP for this set is 0.1, which is better.",Recommendation: meh 4.8 / 5 → 96 / 100
21135-1,93,"Average PPP for System in 2017 is 0.12. PPP for this set is 0.08, which is better.",Recommendation: yes 5 / 5 → 100 / 100
21136-1,97,"Average PPP for System in 2017 is 0.12. PPP for this set is 0.11, which is better.",Recommendation: yes 5 / 5 → 100 / 100
21137-1,Unknown,"Average PPP for System in 2017 is 0.12. PPP for this set is 0.09, which is better.",Recommendation: meh 4.67 / 5 → 93 / 100
21138-1,84,"Average PPP for System in 2018 is 0.14. PPP for this set is 0.22, which is worse.",Recommendation: meh 4.6 / 5 → 92 / 100
21139-1,81,"Average PPP for System in 2018 is 0.14. PPP for this set is 0.18, which is worse.",Recommendation: meh 4.3 / 5 → 86 / 100
21140-1,90,"Average PPP for System in 2018 is 0.14. PPP for this set is 0.1, which is better.",Recommendation: meh 4.78 / 5 → 96 / 100
2114-1,70,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.57, which is worse.",Recommendation: meh 4.2 / 5 → 84 / 100
21141-1,88,"Average PPP for System in 2018 is 0.14. PPP for this set is 0.08, which is better.",Recommendation: meh 4.7 / 5 → 94 / 100
21142-1,85,"Average PPP for System in 2018 is 0.14. PPP for this set is 0.11, which is better.",Recommendation: meh 4.7 / 5 → 94 / 100
21143-1,93,"Average PPP for System in 2018 is 0.14. PPP for this set is 0.09, which is better.",Recommendation: yes 4.9 / 5 → 98 / 100
21144-1,92,"Average PPP for System in 2018 is 0.14. PPP for this set is 0.09, which is better.",Recommendation: meh 4.83 / 5 → 97 / 100
21145-1,89,"Average PPP for System in 2018 is 0.14. PPP for this set is 0.1, which is better.",Recommendation: yes 5 / 5 → 100 / 100
21146-1,83,"Average PPP for System in 2018 is 0.14. PPP for this set is 0.09, which is better.",Recommendation: meh 4.6 / 5 → 92 / 100
21147-1,88,"Average PPP for System in 2018 is 0.14. PPP for this set is 0.14, which is average.",Recommendation: meh 4.8 / 5 → 96 / 100
21148-1,83,"Average PPP for System in 2019 is 0.27. PPP for this set is 0.09, which is better.",Recommendation: yes 5 / 5 → 100 / 100
21149-1,85,"Average PPP for System in 2019 is 0.27. PPP for this set is 0.09, which is better.",Recommendation: meh 4.8 / 5 → 96 / 100
21150-1,87,"Average PPP for System in 2019 is 0.27. PPP for this set is 0.11, which is better.",Recommendation: yes 5 / 5 → 100 / 100
2115-1,70,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.55, which is worse.",Recommendation: meh 4.2 / 5 → 84 / 100
21151-1,81,"Average PPP for System in 2019 is 0.27. PPP for this set is 0.09, which is better.",Recommendation: meh 4.7 / 5 → 94 / 100
21152-1,79,"Average PPP for System in 2019 is 0.27. PPP for this set is 0.1, which is better.",Recommendation: meh 4.45 / 5 → 89 / 100
21153-1,85,"Average PPP for System in 2019 is 0.27. PPP for this set is 0.08, which is better.",Recommendation: meh 4.5 / 5 → 90 / 100
21154-1,85,"Average PPP for System in 2019 is 0.27. PPP for this set is 0.08, which is better.",Recommendation: meh 4.5 / 5 → 90 / 100
21155-1,77,"Average PPP for System in 2019 is 0.27. PPP for this set is 0.1, which is better.",Recommendation: meh 4.67 / 5 → 93 / 100
21156-1,85,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.08, which is better.",Recommendation: meh 4.67 / 5 → 93 / 100
21157-1,87,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.09, which is better.",Recommendation: yes 5 / 5 → 100 / 100
21158-1,85,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.1, which is better.",Recommendation: meh 4.8 / 5 → 96 / 100
21159-1,84,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.1, which is better.",Recommendation: meh 4.7 / 5 → 94 / 100
21160-1,86,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.11, which is better.",Recommendation: yes 5 / 5 → 100 / 100
2116-1,67,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.51, which is worse.",Recommendation: meh 4.7 / 5 → 94 / 100
21161-1,Unknown,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.12, which is average.",Recommendation: no 3.83 / 5 → 77 / 100
21162-1,83,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.14, which is worse.",Recommendation: meh 4.7 / 5 → 94 / 100
21163-1,100,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.08, which is better.",Recommendation: yes A+ → 100 / 100
21165-1,Unknown,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.08, which is better.",Recommendation: meh 4.92 / 5 → 98 / 100
21166-1,Unknown,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.08, which is better.",Recommendation: meh 4.88 / 5 → 98 / 100
21167-1,89,"Average PPP for System in 2020 is 0.12. PPP for this set is 0.1, which is better.",Recommendation: meh 4.88 / 5 → 98 / 100
211701-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 3.4 / 5 → 68 / 100
211702-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: yes 5 / 5 → 100 / 100
211804-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 4.6 / 5 → 92 / 100
21200-1,Unknown,"Average PPP for System in 2011 is 0.15. PPP for this set is 0.24, which is worse.",Recommendation: no
21201-1,Unknown,"Average PPP for System in 2012 is 0.15. PPP for this set is 0.23, which is worse.",Recommendation: yes 5 / 5 → 100 / 100
21204-1,Unknown,"Average PPP for System in 2014 is 0.14. PPP for this set is 0.15, which is worse.",Recommendation: yes 5 / 5 → 100 / 100
21205-1,Unknown,"Average PPP for System in 2014 is 0.14. PPP for this set is 0.18, which is worse.",Recommendation: yes 5 / 5 → 100 / 100
21206-1,Unknown,"Average PPP for System in 2014 is 0.14. PPP for this set is 0.17, which is worse.",Recommendation: no
212-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: meh 65 / 100 → 65 / 100
2121-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 20 / 100 → 20 / 100
212-2,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 50 / 100 → 50 / 100
2122-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 23 / 100 → 23 / 100
2123-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 23 / 100 → 23 / 100
2126-1,88,"Average PPP for Robotics & Electronics in 1997 is 0.29. PPP for this set is 0.29, which is average.",Recommendation: yes 9.5 / 10 → 95 / 100
2127-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 23 / 100 → 23 / 100
2129-1,Unknown,"Average PPP for Technic in 1997 is 0.25. PPP for this set is 0.18, which is better.",Recommendation: meh 66 / 100 → 66 / 100
2130-1,Unknown,We do not currently know how the average price per part for this set compares to other sets.,Recommendation: no 35 / 100 → 35 / 100
21301-1,94,"Average PPP for System in 2015 is 0.12. PPP for this set is 0.09, which is better.",Recommendation: yes 5 / 5 → 100 / 100
21302-1,83,"Average PPP for System in 2015 is 0.12. PPP for this set is 0.13, which is worse.",Recommendation: yes 5 / 5 → 100 / 100
21303-1,90,"Average PPP for System in 2015 is 0.12. PPP for this set is 0.1, which is better.",Recommendation: yes 5 / 5 → 100 / 100
21304-1,92,"Average PPP for System in 2015 is 0.12. PPP for this set is 0.11, which is better.",Recommendation: yes 4.9 / 5 → 98 / 100
21305-1,82,"Average PPP for System in 2016 is 0.12. PPP for this set is 0.1, which is better.",Recommendation: yes 5 / 5 → 100 / 100
21306-1,88,"Average PPP for System in 2016 is 0.12. PPP for this set is 0.12, which is average.",Recommendation: meh 4.88 / 5 → 98 / 100
21307-1,83,"Average PPP for System in 2016 is 0.12. PPP for this set is 0.11, which is better.",Recommendation: meh 4.7 / 5 → 94 / 100
